1.1.1,1.1.1,0.98153853
44.25.218,45.25.215,1
44.26.219,45.26.216,1
44.27.220,45.27.217,1
44.28.221,45.28.218,1
44.29.222,45.29.219,1
44.30.223,45.30.220,1
44.31.224,45.31.221,1
44.32.225,45.32.222,1
44.33.226,45.33.223,1
44.34.227,45.34.224,1
44.35.228,45.35.225,1
44.36.229,45.36.226,1
44.37.230,45.37.227,1
44.38.231,45.38.228,1
45.1.232,46.1.229,1
46.1.233,47.1.230,1
47.1.234,48.1.231,1
47.2.235,48.2.232,1
47.3.236,48.3.233,1
47.4.237,48.4.234,1
47.5.238,48.5.235,1
47.6.239,48.6.236,1
47.7.240,48.7.237,1
47.8.241,48.8.238,1
47.9.242,48.9.239,1
47.10.243,48.10.240,1
47.11.244,48.11.241,1
47.12.245,48.12.242,1
47.13.246,48.13.243,1
47.14.247,48.14.244,1
47.15.248,48.15.245,1
47.16.249,48.16.246,1
47.17.250,48.17.247,1
47.18.251,48.18.248,1
47.19.252,48.19.249,1
47.20.253,48.20.250,1
47.21.254,48.21.251,1
47.22.255,48.22.252,1
47.23.256,48.23.253,1
47.24.257,48.24.254,1
47.25.258,48.25.255,1
47.26.259,48.26.256,1
47.27.260,48.27.257,1
47.28.261,48.28.258,1
47.29.262,48.29.259,1
47.30.263,48.30.260,1
47.31.264,48.31.261,1
47.32.265,48.32.262,1
47.33.266,48.33.263,1
47.34.267,48.34.264,1
47.35.268,48.35.265,1
47.36.269,48.36.266,1
47.37.270,48.37.267,1
47.38.271,48.38.268,1
47.39.272,48.39.269,1
47.40.273,48.40.270,1
47.41.274,48.41.271,1
47.42.275,48.42.272,1
47.43.276,48.43.273,1
47.44.277,48.44.274,1
47.45.278,48.45.275,1
47.46.279,48.46.276,1
47.47.280,48.47.277,1
47.48.281,48.48.278,1
47.49.282,48.49.279,1
47.50.283,48.50.280,1
47.51.284,48.51.281,1
47.52.285,48.52.282,1
47.53.286,48.53.283,1
47.54.287,48.54.284,1
47.55.288,48.55.285,1
47.56.289,48.56.286,1
47.57.290,48.57.287,1
48.1.291,49.1.288,1
49.1.292,50.1.289,1
50.1.293,51.1.290,1
50.2.294,51.2.291,1
50.3.295,51.3.292,1
50.4.296,51.4.293,1
50.5.297,51.5.294,1
50.6.298,51.6.295,1
50.7.299,51.7.296,1
50.8.300,51.8.297,1
50.9.301,51.9.298,1
50.10.302,51.10.299,1
50.11.303,51.11.300,1
50.12.304,51.12.301,1
50.13.305,51.13.302,1
51.1.306,52.1.303,1
52.1.307,53.1.304,1
52.2.308,53.2.305,1
52.3.309,53.3.306,1
