1.1.1,_,0
29.21.139,28.21.138,1
29.22.140,28.22.139,1
29.23.141,28.23.140,1
29.24.142,28.24.141,1
29.25.143,28.25.142,1
29.26.144,28.26.143,1
29.27.145,28.27.144,1
29.28.146,28.28.145,1
29.29.147,28.29.146,1
29.30.148,28.30.147,1
29.31.149,28.31.148,1
29.32.150,28.32.149,1
29.33.151,28.33.150,1
30.1.152,29.1.151,1
30.2.153,29.2.152,1
30.3.154,29.3.153,1
30.4.155,29.4.154,1
30.5.156,29.5.155,1
30.6.157,29.6.156,1
30.7.158,29.7.157,1
30.8.159,29.8.158,1
31.1.160,30.1.159,1
32.1.161,31.1.160,1
33.1.162,32.1.161,1
34.1.163,33.1.162,1
34.2.164,33.2.163,1
34.3.165,33.3.164,1
34.4.166,33.4.165,1
34.5.167,33.5.166,1
35.1.168,34.1.167,1
35.2.169,34.2.168,1
35.3.170,34.3.169,1
35.4.171,34.4.170,1
35.5.172,34.5.171,1
35.6.173,34.6.172,1
35.7.174,34.7.173,1
35.8.175,34.8.174,1
35.9.176,34.9.175,1
35.10.177,34.10.176,1
35.11.178,34.11.177,1
35.12.179,34.12.178,1
35.13.180,34.13.179,1
35.14.181,34.14.180,1
35.15.182,34.15.181,1
35.16.183,34.16.182,1
35.17.184,34.17.183,1
35.18.185,34.18.184,1
35.19.186,34.19.185,1
35.20.187,34.20.186,1
35.21.188,34.21.187,1
35.22.189,34.22.188,1
35.23.190,34.23.189,1
35.24.191,34.24.190,1
35.25.192,34.25.191,1
35.26.193,34.26.192,1
35.27.194,34.27.193,1
35.28.195,34.28.194,1
35.29.196,34.29.195,1
35.30.197,34.30.196,1
35.31.198,34.31.197,1
35.32.199,34.32.198,1
35.33.200,34.33.199,1
35.34.201,34.34.200,1
35.35.202,34.35.201,1
35.36.203,34.36.202,1
35.37.204,34.37.203,1
35.38.205,34.38.204,1
35.39.206,34.39.205,1
35.40.207,34.40.206,1
35.41.208,34.41.207,1
35.42.209,34.42.208,1
35.43.210,34.43.209,1
35.44.211,34.44.210,1
35.45.212,34.45.211,1
35.46.213,34.46.212,1
35.47.214,34.47.213,1
35.48.215,34.48.214,1
35.49.216,34.49.215,1
35.50.217,34.50.216,1
36.1.218,35.1.217,1
37.1.219,36.1.218,1
37.2.220,36.2.219,1
37.3.221,36.3.220,1
37.4.222,36.4.221,1
37.5.223,36.5.222,1
37.6.224,36.6.223,1
37.7.225,36.7.224,1
37.8.226,36.8.225,1
38.1.227,37.1.226,1
38.2.228,37.2.227,1
38.3.229,37.3.228,1
38.4.230,37.4.229,1
38.5.231,37.5.230,1
38.6.232,37.6.231,1
38.7.233,37.7.232,1
38.8.234,37.8.233,1
38.9.235,37.9.234,1
39.1.236,38.1.235,1
40.1.237,39.1.236,1
40.2.238,39.2.237,1
40.3.239,39.3.238,1
40.4.240,39.4.239,1
40.5.241,39.5.240,1
40.6.242,39.6.241,1
40.7.243,39.7.242,1
40.8.244,39.8.243,1
40.9.245,39.9.244,1
40.10.246,39.10.245,1
40.11.247,39.11.246,1
40.12.248,39.12.247,1
40.13.249,39.13.248,1
40.14.250,39.14.249,1
40.15.251,39.15.250,1
40.16.252,39.16.251,1
40.17.253,39.17.252,1
40.18.254,39.18.253,1
40.19.255,39.19.254,1
40.20.256,39.20.255,1
40.21.257,39.21.256,1
40.22.258,39.22.257,1
40.23.259,39.23.258,1
40.24.260,39.24.259,1
40.25.261,39.25.260,1
41.1.262,40.1.261,1
42.1.263,41.1.262,1
42.2.264,41.2.263,1
42.3.265,41.3.264,1
42.4.266,41.4.265,1
42.5.267,41.5.266,1
42.6.268,41.6.267,1
42.7.269,41.7.268,1
42.8.270,41.8.269,1
42.9.271,41.9.270,1
43.1.272,42.1.271,1
44.1.273,43.1.272,1
44.2.274,43.2.273,1
44.3.275,43.3.274,1
44.4.276,43.4.275,1
44.5.277,43.5.276,1
44.6.278,43.6.277,1
44.7.279,43.7.278,1
44.8.280,43.8.279,1
44.9.281,43.9.280,1
44.10.282,43.10.281,1
44.11.283,43.11.282,1
45.1.284,44.1.283,1
45.2.285,44.2.284,1
45.3.286,44.3.285,1
45.4.287,44.4.286,1
45.5.288,44.5.287,1
45.6.289,44.6.288,1
45.7.290,44.7.289,1
45.8.291,44.8.290,1
45.9.292,44.9.291,1
45.10.293,44.10.292,1
45.11.294,44.11.293,1
45.12.295,44.12.294,1
46.1.296,45.1.295,1
47.1.297,46.1.296,1
47.2.298,46.2.297,1
47.3.299,46.3.298,1
47.4.300,46.4.299,1
47.5.301,46.5.300,1
47.6.302,46.6.301,1
47.7.303,46.7.302,1
47.8.304,46.8.303,1
47.9.305,46.9.304,1
47.10.306,46.10.305,1
47.11.307,46.11.306,1
47.12.308,46.12.307,1
47.13.309,46.13.308,1
47.14.310,46.14.309,1
47.15.311,46.15.310,1
47.16.312,46.16.311,1
47.17.313,46.17.312,1
47.18.314,46.18.313,1
47.19.315,46.19.314,1
47.20.316,46.20.315,1
47.21.317,46.21.316,1
47.22.318,46.22.317,1
47.23.319,46.23.318,1
47.24.320,46.24.319,1
47.25.321,46.25.320,1
47.26.322,46.26.321,1
47.27.323,46.27.322,1
47.28.324,46.28.323,1
47.29.325,46.29.324,1
47.30.326,46.30.325,1
47.31.327,46.31.326,1
47.32.328,46.32.327,1
47.33.329,46.33.328,1
47.34.330,46.34.329,1
47.35.331,46.35.330,1
47.36.332,46.36.331,1
47.37.333,46.37.332,1
47.38.334,46.38.333,1
47.39.335,46.39.334,1
47.40.336,46.40.335,1
47.41.337,46.41.336,1
47.42.338,46.42.337,1
47.43.339,46.43.338,1
48.1.340,47.1.339,1
48.2.341,47.2.340,1
48.3.342,47.3.341,1
49.1.343,48.1.342,1
50.1.344,49.1.343,1
51.1.345,50.1.344,1
52.1.346,51.1.345,1
52.2.347,51.2.346,1
52.3.348,51.3.347,1
52.4.349,51.4.348,1
52.5.350,51.5.349,1
53.1.351,52.1.350,1
54.1.352,53.1.351,1
54.2.353,53.2.352,1
54.3.354,53.3.353,1
54.4.355,53.4.354,1
54.5.356,53.5.355,1
54.6.357,53.6.356,1
54.7.358,53.7.357,1
54.8.359,53.8.358,1
54.9.360,53.9.359,1
55.1.361,54.1.360,1
56.1.362,55.1.361,1
56.2.363,55.2.362,1
56.3.364,55.3.363,1
56.4.365,55.4.364,1
57.1.366,56.1.365,1
57.2.367,56.2.366,1
57.3.368,56.3.367,1
57.4.369,56.4.368,1
57.5.370,56.5.369,1
58.1.371,57.1.370,1
59.1.372,58.1.371,1
59.2.373,58.2.372,1
59.3.374,58.3.373,1
59.4.375,58.4.374,1
59.5.376,58.5.375,1
59.6.377,58.6.376,1
59.7.378,58.7.377,1
59.8.379,58.8.378,1
59.9.380,58.9.379,1
59.10.381,58.10.380,1
59.11.382,58.11.381,1
60.1.383,59.1.382,1
61.1.384,60.1.383,1
