id,filename,current_commit,parent_commit,status
faa1385917b38128052808c9b1caf6986710c477#0,w1/w1-s5-c1-noms-de-variables.ipynb,faa1385917b38128052808c9b1caf6986710c477,25d0e0b1c9edcd0b3343b1f1dc6cca9a844ca2c6,success
17daa043f9a928e5021e65cbe097c065ed1ae6d6#0,w1/w1-s4-c3-fibonacci-prompt.ipynb,17daa043f9a928e5021e65cbe097c065ed1ae6d6,09c24d5ec7682c2e1cf55751bd1761df31a2746b,diff-error
17daa043f9a928e5021e65cbe097c065ed1ae6d6#1,w1/w1-s4-c4-fibonacci.ipynb,17daa043f9a928e5021e65cbe097c065ed1ae6d6,09c24d5ec7682c2e1cf55751bd1761df31a2746b,success
17daa043f9a928e5021e65cbe097c065ed1ae6d6#2,w2/w2-s2-c4-expressions-regulieres.ipynb,17daa043f9a928e5021e65cbe097c065ed1ae6d6,09c24d5ec7682c2e1cf55751bd1761df31a2746b,success
17daa043f9a928e5021e65cbe097c065ed1ae6d6#3,w2/w2-s4-c1-listes.ipynb,17daa043f9a928e5021e65cbe097c065ed1ae6d6,09c24d5ec7682c2e1cf55751bd1761df31a2746b,success
17daa043f9a928e5021e65cbe097c065ed1ae6d6#4,w2/w2-s5-c2-presentation.ipynb,17daa043f9a928e5021e65cbe097c065ed1ae6d6,09c24d5ec7682c2e1cf55751bd1761df31a2746b,diff-error
17daa043f9a928e5021e65cbe097c065ed1ae6d6#5,w3/w3-s1-c4-fichiers-systeme.ipynb,17daa043f9a928e5021e65cbe097c065ed1ae6d6,09c24d5ec7682c2e1cf55751bd1761df31a2746b,diff-error
17daa043f9a928e5021e65cbe097c065ed1ae6d6#6,w3/w3-s5-x2-marine-set.ipynb,17daa043f9a928e5021e65cbe097c065ed1ae6d6,09c24d5ec7682c2e1cf55751bd1761df31a2746b,success
17daa043f9a928e5021e65cbe097c065ed1ae6d6#7,w4/w4-s1-c2-docstring.ipynb,17daa043f9a928e5021e65cbe097c065ed1ae6d6,09c24d5ec7682c2e1cf55751bd1761df31a2746b,success
17daa043f9a928e5021e65cbe097c065ed1ae6d6#8,w4/w4-s2-c1-conditions-1.ipynb,17daa043f9a928e5021e65cbe097c065ed1ae6d6,09c24d5ec7682c2e1cf55751bd1761df31a2746b,diff-error
17daa043f9a928e5021e65cbe097c065ed1ae6d6#9,w4/w4-s2-c3-if-comme-expression.ipynb,17daa043f9a928e5021e65cbe097c065ed1ae6d6,09c24d5ec7682c2e1cf55751bd1761df31a2746b,success
17daa043f9a928e5021e65cbe097c065ed1ae6d6#10,w4/w4-s2-c4-conditions-2.ipynb,17daa043f9a928e5021e65cbe097c065ed1ae6d6,09c24d5ec7682c2e1cf55751bd1761df31a2746b,diff-error
17daa043f9a928e5021e65cbe097c065ed1ae6d6#11,w4/w4-s2-x2-libelle.ipynb,17daa043f9a928e5021e65cbe097c065ed1ae6d6,09c24d5ec7682c2e1cf55751bd1761df31a2746b,success
17daa043f9a928e5021e65cbe097c065ed1ae6d6#12,w4/w4-s3-c2-boucle-while.ipynb,17daa043f9a928e5021e65cbe097c065ed1ae6d6,09c24d5ec7682c2e1cf55751bd1761df31a2746b,success
17daa043f9a928e5021e65cbe097c065ed1ae6d6#13,w4/w4-s3-x1-pgcd.ipynb,17daa043f9a928e5021e65cbe097c065ed1ae6d6,09c24d5ec7682c2e1cf55751bd1761df31a2746b,success
17daa043f9a928e5021e65cbe097c065ed1ae6d6#14,w4/w4-s4-c1-scope-builtin.ipynb,17daa043f9a928e5021e65cbe097c065ed1ae6d6,09c24d5ec7682c2e1cf55751bd1761df31a2746b,success
17daa043f9a928e5021e65cbe097c065ed1ae6d6#15,w4/w4-s6-c1-passage-arguments.ipynb,17daa043f9a928e5021e65cbe097c065ed1ae6d6,09c24d5ec7682c2e1cf55751bd1761df31a2746b,success
17daa043f9a928e5021e65cbe097c065ed1ae6d6#16,w4/w4-s6-c3-keyword-only.ipynb,17daa043f9a928e5021e65cbe097c065ed1ae6d6,09c24d5ec7682c2e1cf55751bd1761df31a2746b,success
17daa043f9a928e5021e65cbe097c065ed1ae6d6#17,w5/w5-s2-x2-doubler-premier.ipynb,17daa043f9a928e5021e65cbe097c065ed1ae6d6,09c24d5ec7682c2e1cf55751bd1761df31a2746b,success
17daa043f9a928e5021e65cbe097c065ed1ae6d6#18,w5/w5-s2-x3-compare.ipynb,17daa043f9a928e5021e65cbe097c065ed1ae6d6,09c24d5ec7682c2e1cf55751bd1761df31a2746b,success
17daa043f9a928e5021e65cbe097c065ed1ae6d6#19,w5/w5-s3-x1-comprehensions.ipynb,17daa043f9a928e5021e65cbe097c065ed1ae6d6,09c24d5ec7682c2e1cf55751bd1761df31a2746b,success
17daa043f9a928e5021e65cbe097c065ed1ae6d6#20,w5/w5-s6-c2-modules-et-chemins.ipynb,17daa043f9a928e5021e65cbe097c065ed1ae6d6,09c24d5ec7682c2e1cf55751bd1761df31a2746b,diff-error
17daa043f9a928e5021e65cbe097c065ed1ae6d6#21,w5/w5-s7-c1-import-as.ipynb,17daa043f9a928e5021e65cbe097c065ed1ae6d6,09c24d5ec7682c2e1cf55751bd1761df31a2746b,success
17daa043f9a928e5021e65cbe097c065ed1ae6d6#22,w5/w5-s7-c2-recapitulatif-import.ipynb,17daa043f9a928e5021e65cbe097c065ed1ae6d6,09c24d5ec7682c2e1cf55751bd1761df31a2746b,success
17daa043f9a928e5021e65cbe097c065ed1ae6d6#23,w5/w5-s7-c3-packages.ipynb,17daa043f9a928e5021e65cbe097c065ed1ae6d6,09c24d5ec7682c2e1cf55751bd1761df31a2746b,success
17daa043f9a928e5021e65cbe097c065ed1ae6d6#24,w5/w5-s7-c4-import-advanced.ipynb,17daa043f9a928e5021e65cbe097c065ed1ae6d6,09c24d5ec7682c2e1cf55751bd1761df31a2746b,diff-error
17daa043f9a928e5021e65cbe097c065ed1ae6d6#25,w6/w6-s1-c3-property.ipynb,17daa043f9a928e5021e65cbe097c065ed1ae6d6,09c24d5ec7682c2e1cf55751bd1761df31a2746b,success
17daa043f9a928e5021e65cbe097c065ed1ae6d6#26,w6/w6-s2-c1-instance-hashable.ipynb,17daa043f9a928e5021e65cbe097c065ed1ae6d6,09c24d5ec7682c2e1cf55751bd1761df31a2746b,success
17daa043f9a928e5021e65cbe097c065ed1ae6d6#27,w6/w6-s2-c2-speciales-1.ipynb,17daa043f9a928e5021e65cbe097c065ed1ae6d6,09c24d5ec7682c2e1cf55751bd1761df31a2746b,success
17daa043f9a928e5021e65cbe097c065ed1ae6d6#28,w6/w6-s2-c3-speciales-2.ipynb,17daa043f9a928e5021e65cbe097c065ed1ae6d6,09c24d5ec7682c2e1cf55751bd1761df31a2746b,success
17daa043f9a928e5021e65cbe097c065ed1ae6d6#29,w6/w6-s2-c4-speciales-3.ipynb,17daa043f9a928e5021e65cbe097c065ed1ae6d6,09c24d5ec7682c2e1cf55751bd1761df31a2746b,success
17daa043f9a928e5021e65cbe097c065ed1ae6d6#30,w6/w6-s3-c1-heritage.ipynb,17daa043f9a928e5021e65cbe097c065ed1ae6d6,09c24d5ec7682c2e1cf55751bd1761df31a2746b,success
17daa043f9a928e5021e65cbe097c065ed1ae6d6#31,w6/w6-s3-c5-heritage-typage.ipynb,17daa043f9a928e5021e65cbe097c065ed1ae6d6,09c24d5ec7682c2e1cf55751bd1761df31a2746b,diff-error
17daa043f9a928e5021e65cbe097c065ed1ae6d6#32,w6/w6-s4-c1-heritage-multiple.ipynb,17daa043f9a928e5021e65cbe097c065ed1ae6d6,09c24d5ec7682c2e1cf55751bd1761df31a2746b,diff-error
17daa043f9a928e5021e65cbe097c065ed1ae6d6#33,w6/w6-s8-c1-context-manager-et-exception.ipynb,17daa043f9a928e5021e65cbe097c065ed1ae6d6,09c24d5ec7682c2e1cf55751bd1761df31a2746b,success
17daa043f9a928e5021e65cbe097c065ed1ae6d6#34,w6/w6-s8-x1-classes-merger.ipynb,17daa043f9a928e5021e65cbe097c065ed1ae6d6,09c24d5ec7682c2e1cf55751bd1761df31a2746b,diff-error
17daa043f9a928e5021e65cbe097c065ed1ae6d6#35,w6/w6-s9-c1-outils-annexes.ipynb,17daa043f9a928e5021e65cbe097c065ed1ae6d6,09c24d5ec7682c2e1cf55751bd1761df31a2746b,success
17daa043f9a928e5021e65cbe097c065ed1ae6d6#36,w7/w7-s02-c1-dimension1.ipynb,17daa043f9a928e5021e65cbe097c065ed1ae6d6,09c24d5ec7682c2e1cf55751bd1761df31a2746b,success
17daa043f9a928e5021e65cbe097c065ed1ae6d6#37,w7/w7-s03-c1-shape.ipynb,17daa043f9a928e5021e65cbe097c065ed1ae6d6,09c24d5ec7682c2e1cf55751bd1761df31a2746b,diff-error
17daa043f9a928e5021e65cbe097c065ed1ae6d6#38,w7/w7-s03-c2-initialisation.ipynb,17daa043f9a928e5021e65cbe097c065ed1ae6d6,09c24d5ec7682c2e1cf55751bd1761df31a2746b,diff-error
17daa043f9a928e5021e65cbe097c065ed1ae6d6#39,w7/w7-s05-c5-indexation-evoluee.ipynb,17daa043f9a928e5021e65cbe097c065ed1ae6d6,09c24d5ec7682c2e1cf55751bd1761df31a2746b,success
17daa043f9a928e5021e65cbe097c065ed1ae6d6#40,w7/w7-s05-c6-divers.ipynb,17daa043f9a928e5021e65cbe097c065ed1ae6d6,09c24d5ec7682c2e1cf55751bd1761df31a2746b,success
17daa043f9a928e5021e65cbe097c065ed1ae6d6#41,w7/w7-s06-c2-Series.ipynb,17daa043f9a928e5021e65cbe097c065ed1ae6d6,09c24d5ec7682c2e1cf55751bd1761df31a2746b,diff-error
17daa043f9a928e5021e65cbe097c065ed1ae6d6#42,w7/w7-s07-c1-DataFrame.ipynb,17daa043f9a928e5021e65cbe097c065ed1ae6d6,09c24d5ec7682c2e1cf55751bd1761df31a2746b,diff-error
17daa043f9a928e5021e65cbe097c065ed1ae6d6#43,w7/w7-s08-c1-operations-avancees-pandas.ipynb,17daa043f9a928e5021e65cbe097c065ed1ae6d6,09c24d5ec7682c2e1cf55751bd1761df31a2746b,diff-error
17daa043f9a928e5021e65cbe097c065ed1ae6d6#44,w7/w7-s09-c1-TimeSeries.ipynb,17daa043f9a928e5021e65cbe097c065ed1ae6d6,09c24d5ec7682c2e1cf55751bd1761df31a2746b,diff-error
17daa043f9a928e5021e65cbe097c065ed1ae6d6#45,w7/w7-s10-c2-matplotlib-3d.ipynb,17daa043f9a928e5021e65cbe097c065ed1ae6d6,09c24d5ec7682c2e1cf55751bd1761df31a2746b,success
17daa043f9a928e5021e65cbe097c065ed1ae6d6#46,w7/w7-s10-c3-notebooks-interactifs.ipynb,17daa043f9a928e5021e65cbe097c065ed1ae6d6,09c24d5ec7682c2e1cf55751bd1761df31a2746b,diff-error
17daa043f9a928e5021e65cbe097c065ed1ae6d6#47,w7/w7-s10-c4-animations-matplotlib.ipynb,17daa043f9a928e5021e65cbe097c065ed1ae6d6,09c24d5ec7682c2e1cf55751bd1761df31a2746b,success
17daa043f9a928e5021e65cbe097c065ed1ae6d6#48,w7/w7-s10-c5-bokeh-et-al.ipynb,17daa043f9a928e5021e65cbe097c065ed1ae6d6,09c24d5ec7682c2e1cf55751bd1761df31a2746b,success
17daa043f9a928e5021e65cbe097c065ed1ae6d6#49,w8/w8-s1-c1-warning-python37.ipynb,17daa043f9a928e5021e65cbe097c065ed1ae6d6,09c24d5ec7682c2e1cf55751bd1761df31a2746b,success
09c24d5ec7682c2e1cf55751bd1761df31a2746b#0,w1/w1-s2-c1-installer-python.ipynb,09c24d5ec7682c2e1cf55751bd1761df31a2746b,f371b941ac6a17c6080e34f9668b8c60bb04bbcd,diff-error
09c24d5ec7682c2e1cf55751bd1761df31a2746b#1,w1/w1-s4-c2-interpreteur-et-notebooks.ipynb,09c24d5ec7682c2e1cf55751bd1761df31a2746b,f371b941ac6a17c6080e34f9668b8c60bb04bbcd,diff-error
09c24d5ec7682c2e1cf55751bd1761df31a2746b#2,w1/w1-s4-c4-fibonacci.ipynb,09c24d5ec7682c2e1cf55751bd1761df31a2746b,f371b941ac6a17c6080e34f9668b8c60bb04bbcd,success
09c24d5ec7682c2e1cf55751bd1761df31a2746b#3,w1/w1-s4-c5-shebang.ipynb,09c24d5ec7682c2e1cf55751bd1761df31a2746b,f371b941ac6a17c6080e34f9668b8c60bb04bbcd,diff-error
09c24d5ec7682c2e1cf55751bd1761df31a2746b#4,w4/w4-s1-c4-type-hints.ipynb,09c24d5ec7682c2e1cf55751bd1761df31a2746b,f371b941ac6a17c6080e34f9668b8c60bb04bbcd,diff-error
09c24d5ec7682c2e1cf55751bd1761df31a2746b#5,w5/w5-s6-c1-import-once.ipynb,09c24d5ec7682c2e1cf55751bd1761df31a2746b,f371b941ac6a17c6080e34f9668b8c60bb04bbcd,success
f371b941ac6a17c6080e34f9668b8c60bb04bbcd#0,w1/w1-s2-c1-installer-python.ipynb,f371b941ac6a17c6080e34f9668b8c60bb04bbcd,fa1ca20c7922f66c74cec09baf3aa251ca21dd49,diff-error
f371b941ac6a17c6080e34f9668b8c60bb04bbcd#1,w1/w1-s4-c2-interpreteur-et-notebooks.ipynb,f371b941ac6a17c6080e34f9668b8c60bb04bbcd,fa1ca20c7922f66c74cec09baf3aa251ca21dd49,diff-error
f371b941ac6a17c6080e34f9668b8c60bb04bbcd#2,w1/w1-s4-c5-shebang.ipynb,f371b941ac6a17c6080e34f9668b8c60bb04bbcd,fa1ca20c7922f66c74cec09baf3aa251ca21dd49,diff-error
f371b941ac6a17c6080e34f9668b8c60bb04bbcd#3,w2/w2-s5-c3-pass.ipynb,f371b941ac6a17c6080e34f9668b8c60bb04bbcd,fa1ca20c7922f66c74cec09baf3aa251ca21dd49,diff-error
f371b941ac6a17c6080e34f9668b8c60bb04bbcd#4,w2/w2-s6-c1-valeur-de-retour.ipynb,f371b941ac6a17c6080e34f9668b8c60bb04bbcd,fa1ca20c7922f66c74cec09baf3aa251ca21dd49,diff-error
f371b941ac6a17c6080e34f9668b8c60bb04bbcd#5,w2/w2-s6-x2-inconnue.ipynb,f371b941ac6a17c6080e34f9668b8c60bb04bbcd,fa1ca20c7922f66c74cec09baf3aa251ca21dd49,diff-error
f371b941ac6a17c6080e34f9668b8c60bb04bbcd#6,w3/w3-s1-c2-utilitaires-sur-fichiers.ipynb,f371b941ac6a17c6080e34f9668b8c60bb04bbcd,fa1ca20c7922f66c74cec09baf3aa251ca21dd49,success
f371b941ac6a17c6080e34f9668b8c60bb04bbcd#7,w3/w3-s1-c4-fichiers-systeme.ipynb,f371b941ac6a17c6080e34f9668b8c60bb04bbcd,fa1ca20c7922f66c74cec09baf3aa251ca21dd49,diff-error
f371b941ac6a17c6080e34f9668b8c60bb04bbcd#8,w3/w3-s2-c2-sequence-unpacking.ipynb,f371b941ac6a17c6080e34f9668b8c60bb04bbcd,fa1ca20c7922f66c74cec09baf3aa251ca21dd49,diff-error
f371b941ac6a17c6080e34f9668b8c60bb04bbcd#9,w3/w3-s4-x2-marine-dict.ipynb,f371b941ac6a17c6080e34f9668b8c60bb04bbcd,fa1ca20c7922f66c74cec09baf3aa251ca21dd49,diff-error
f371b941ac6a17c6080e34f9668b8c60bb04bbcd#10,w3/w3-s5-c1-ensembles.ipynb,f371b941ac6a17c6080e34f9668b8c60bb04bbcd,fa1ca20c7922f66c74cec09baf3aa251ca21dd49,diff-error
f371b941ac6a17c6080e34f9668b8c60bb04bbcd#11,w3/w3-s5-x2-marine-set.ipynb,f371b941ac6a17c6080e34f9668b8c60bb04bbcd,fa1ca20c7922f66c74cec09baf3aa251ca21dd49,diff-error
f371b941ac6a17c6080e34f9668b8c60bb04bbcd#12,w3/w3-s7-c3-les-differentes-copies.ipynb,f371b941ac6a17c6080e34f9668b8c60bb04bbcd,fa1ca20c7922f66c74cec09baf3aa251ca21dd49,diff-error
f371b941ac6a17c6080e34f9668b8c60bb04bbcd#13,w3/w3-s7-c6-affectation-operateurs-2.ipynb,f371b941ac6a17c6080e34f9668b8c60bb04bbcd,fa1ca20c7922f66c74cec09baf3aa251ca21dd49,diff-error
f371b941ac6a17c6080e34f9668b8c60bb04bbcd#14,w4/w4-s1-c4-type-hints.ipynb,f371b941ac6a17c6080e34f9668b8c60bb04bbcd,fa1ca20c7922f66c74cec09baf3aa251ca21dd49,diff-error
f371b941ac6a17c6080e34f9668b8c60bb04bbcd#15,w4/w4-s2-c3-if-comme-expression.ipynb,f371b941ac6a17c6080e34f9668b8c60bb04bbcd,fa1ca20c7922f66c74cec09baf3aa251ca21dd49,success
f371b941ac6a17c6080e34f9668b8c60bb04bbcd#16,w4/w4-s4-c1-scope-builtin.ipynb,f371b941ac6a17c6080e34f9668b8c60bb04bbcd,fa1ca20c7922f66c74cec09baf3aa251ca21dd49,diff-error
f371b941ac6a17c6080e34f9668b8c60bb04bbcd#17,w5/w5-s1-c2-ne-pas-modifier-sujet-boucle-for.ipynb,f371b941ac6a17c6080e34f9668b8c60bb04bbcd,fa1ca20c7922f66c74cec09baf3aa251ca21dd49,success
f371b941ac6a17c6080e34f9668b8c60bb04bbcd#18,w5/w5-s6-c1-import-once.ipynb,f371b941ac6a17c6080e34f9668b8c60bb04bbcd,fa1ca20c7922f66c74cec09baf3aa251ca21dd49,success
f371b941ac6a17c6080e34f9668b8c60bb04bbcd#19,w5/w5-s6-c2-modules-et-chemins.ipynb,f371b941ac6a17c6080e34f9668b8c60bb04bbcd,fa1ca20c7922f66c74cec09baf3aa251ca21dd49,diff-error
f371b941ac6a17c6080e34f9668b8c60bb04bbcd#20,w6/w6-s1-c3-property.ipynb,f371b941ac6a17c6080e34f9668b8c60bb04bbcd,fa1ca20c7922f66c74cec09baf3aa251ca21dd49,success
f371b941ac6a17c6080e34f9668b8c60bb04bbcd#21,w6/w6-s3-c3-dataclasses.ipynb,f371b941ac6a17c6080e34f9668b8c60bb04bbcd,fa1ca20c7922f66c74cec09baf3aa251ca21dd49,diff-error
f371b941ac6a17c6080e34f9668b8c60bb04bbcd#22,w6/w6-s3-c5-heritage-typage.ipynb,f371b941ac6a17c6080e34f9668b8c60bb04bbcd,fa1ca20c7922f66c74cec09baf3aa251ca21dd49,diff-error
f371b941ac6a17c6080e34f9668b8c60bb04bbcd#23,w7/w7-s01-c1-installation.ipynb,f371b941ac6a17c6080e34f9668b8c60bb04bbcd,fa1ca20c7922f66c74cec09baf3aa251ca21dd49,diff-error
f371b941ac6a17c6080e34f9668b8c60bb04bbcd#24,w7/w7-s03-c1-shape.ipynb,f371b941ac6a17c6080e34f9668b8c60bb04bbcd,fa1ca20c7922f66c74cec09baf3aa251ca21dd49,diff-error
f371b941ac6a17c6080e34f9668b8c60bb04bbcd#25,w7/w7-s03-c2-initialisation.ipynb,f371b941ac6a17c6080e34f9668b8c60bb04bbcd,fa1ca20c7922f66c74cec09baf3aa251ca21dd49,diff-error
f371b941ac6a17c6080e34f9668b8c60bb04bbcd#26,w7/w7-s05-c1-broadcasting.ipynb,f371b941ac6a17c6080e34f9668b8c60bb04bbcd,fa1ca20c7922f66c74cec09baf3aa251ca21dd49,diff-error
f371b941ac6a17c6080e34f9668b8c60bb04bbcd#27,w7/w7-s05-c3-operations-logiques.ipynb,f371b941ac6a17c6080e34f9668b8c60bb04bbcd,fa1ca20c7922f66c74cec09baf3aa251ca21dd49,diff-error
f371b941ac6a17c6080e34f9668b8c60bb04bbcd#28,w7/w7-s10-c1-matplotlib-2d.ipynb,f371b941ac6a17c6080e34f9668b8c60bb04bbcd,fa1ca20c7922f66c74cec09baf3aa251ca21dd49,diff-error
f371b941ac6a17c6080e34f9668b8c60bb04bbcd#29,w8/w8-s4-c1-async-http.ipynb,f371b941ac6a17c6080e34f9668b8c60bb04bbcd,fa1ca20c7922f66c74cec09baf3aa251ca21dd49,diff-error
f371b941ac6a17c6080e34f9668b8c60bb04bbcd#30,w8/w8-s8-c2-game.ipynb,f371b941ac6a17c6080e34f9668b8c60bb04bbcd,fa1ca20c7922f66c74cec09baf3aa251ca21dd49,diff-error
f371b941ac6a17c6080e34f9668b8c60bb04bbcd#31,w8/w8-s9-c1-news-python37.ipynb,f371b941ac6a17c6080e34f9668b8c60bb04bbcd,fa1ca20c7922f66c74cec09baf3aa251ca21dd49,diff-error
f371b941ac6a17c6080e34f9668b8c60bb04bbcd#32,w9/w9-s2-c1-decorateurs.ipynb,f371b941ac6a17c6080e34f9668b8c60bb04bbcd,fa1ca20c7922f66c74cec09baf3aa251ca21dd49,diff-error
92f836210ed79880c463866c8dd3536e411362e5#0,w2/w2-s6-x4-if-et-def.ipynb,92f836210ed79880c463866c8dd3536e411362e5,10d95829d5909f6c686c7baec1602495f6091422,diff-error
92f836210ed79880c463866c8dd3536e411362e5#1,w4/w4-s2-x1-dispatch.ipynb,92f836210ed79880c463866c8dd3536e411362e5,10d95829d5909f6c686c7baec1602495f6091422,diff-error
10d95829d5909f6c686c7baec1602495f6091422#0,w2/w2-s1-c1-accents.ipynb,10d95829d5909f6c686c7baec1602495f6091422,6903ec86b256cf2de45564c32d999aec03aa0932,success
8b38ba73464276284f6d287d76710dc387a63a33#0,w1/w1-s4-c3-fibonacci-prompt.ipynb,8b38ba73464276284f6d287d76710dc387a63a33,9436dc770d2cbf90fbe8b3eb44b410431393d891,success
8b38ba73464276284f6d287d76710dc387a63a33#1,w1/w1-s4-c4-fibonacci.ipynb,8b38ba73464276284f6d287d76710dc387a63a33,9436dc770d2cbf90fbe8b3eb44b410431393d891,success
8b38ba73464276284f6d287d76710dc387a63a33#2,w1/w1-s4-x1-turtle.ipynb,8b38ba73464276284f6d287d76710dc387a63a33,9436dc770d2cbf90fbe8b3eb44b410431393d891,success
8b38ba73464276284f6d287d76710dc387a63a33#3,w1/w1-s5-c1-noms-de-variables.ipynb,8b38ba73464276284f6d287d76710dc387a63a33,9436dc770d2cbf90fbe8b3eb44b410431393d891,success
8b38ba73464276284f6d287d76710dc387a63a33#4,w1/w1-s5-c2-mots-cles.ipynb,8b38ba73464276284f6d287d76710dc387a63a33,9436dc770d2cbf90fbe8b3eb44b410431393d891,success
8b38ba73464276284f6d287d76710dc387a63a33#5,w1/w1-s5-c5-type-checking.ipynb,8b38ba73464276284f6d287d76710dc387a63a33,9436dc770d2cbf90fbe8b3eb44b410431393d891,success
8b38ba73464276284f6d287d76710dc387a63a33#6,w1/w1-s6-c1-calculette.ipynb,8b38ba73464276284f6d287d76710dc387a63a33,9436dc770d2cbf90fbe8b3eb44b410431393d891,success
8b38ba73464276284f6d287d76710dc387a63a33#7,w1/w1-s6-x1-flottants.ipynb,8b38ba73464276284f6d287d76710dc387a63a33,9436dc770d2cbf90fbe8b3eb44b410431393d891,success
8b38ba73464276284f6d287d76710dc387a63a33#8,w2/w2-s2-c3-la-fonction-input.ipynb,8b38ba73464276284f6d287d76710dc387a63a33,9436dc770d2cbf90fbe8b3eb44b410431393d891,success
8b38ba73464276284f6d287d76710dc387a63a33#9,w2/w2-s4-c1-listes.ipynb,8b38ba73464276284f6d287d76710dc387a63a33,9436dc770d2cbf90fbe8b3eb44b410431393d891,success
8b38ba73464276284f6d287d76710dc387a63a33#10,w2/w2-s5-c1-indentations.ipynb,8b38ba73464276284f6d287d76710dc387a63a33,9436dc770d2cbf90fbe8b3eb44b410431393d891,success
8b38ba73464276284f6d287d76710dc387a63a33#11,w2/w2-s6-x2-inconnue.ipynb,8b38ba73464276284f6d287d76710dc387a63a33,9436dc770d2cbf90fbe8b3eb44b410431393d891,success
8b38ba73464276284f6d287d76710dc387a63a33#12,w2/w2-s7-x1-liste-p.ipynb,8b38ba73464276284f6d287d76710dc387a63a33,9436dc770d2cbf90fbe8b3eb44b410431393d891,success
8b38ba73464276284f6d287d76710dc387a63a33#13,w3/w3-s2-c1-tuple-et-virgule.ipynb,8b38ba73464276284f6d287d76710dc387a63a33,9436dc770d2cbf90fbe8b3eb44b410431393d891,success
8b38ba73464276284f6d287d76710dc387a63a33#14,w3/w3-s4-c2-cles-immuables.ipynb,8b38ba73464276284f6d287d76710dc387a63a33,9436dc770d2cbf90fbe8b3eb44b410431393d891,success
8b38ba73464276284f6d287d76710dc387a63a33#15,w3/w3-s5-x2-marine-set.ipynb,8b38ba73464276284f6d287d76710dc387a63a33,9436dc770d2cbf90fbe8b3eb44b410431393d891,success
8b38ba73464276284f6d287d76710dc387a63a33#16,w3/w3-s7-c2-references-circulaires.ipynb,8b38ba73464276284f6d287d76710dc387a63a33,9436dc770d2cbf90fbe8b3eb44b410431393d891,success
8b38ba73464276284f6d287d76710dc387a63a33#17,w4/w4-s4-c2-variable-de-boucle.ipynb,8b38ba73464276284f6d287d76710dc387a63a33,9436dc770d2cbf90fbe8b3eb44b410431393d891,success
8b38ba73464276284f6d287d76710dc387a63a33#18,w5/w5-s1-c2-ne-pas-modifier-sujet-boucle-for.ipynb,8b38ba73464276284f6d287d76710dc387a63a33,9436dc770d2cbf90fbe8b3eb44b410431393d891,diff-error
8b38ba73464276284f6d287d76710dc387a63a33#19,w5/w5-s3-c2-comprehensions-imbriquees.ipynb,8b38ba73464276284f6d287d76710dc387a63a33,9436dc770d2cbf90fbe8b3eb44b410431393d891,success
8b38ba73464276284f6d287d76710dc387a63a33#20,w6/w6-s3-c2-namedtuple.ipynb,8b38ba73464276284f6d287d76710dc387a63a33,9436dc770d2cbf90fbe8b3eb44b410431393d891,diff-error
8b38ba73464276284f6d287d76710dc387a63a33#21,w7/w7-s05-x1-stairs.ipynb,8b38ba73464276284f6d287d76710dc387a63a33,9436dc770d2cbf90fbe8b3eb44b410431393d891,success
