1.1.1,1.1.1,0.9261364
23.13.224,23.13.224,1
23.14.225,23.14.225,1
23.15.226,23.15.226,1
23.16.227,23.16.227,1
23.17.228,23.17.228,1
23.18.229,23.18.229,1
23.19.230,23.19.230,1
23.20.231,23.20.231,1
23.21.232,23.21.232,1
23.22.233,23.22.233,1
23.23.234,23.23.234,1
24.1.235,24.1.235,1
24.2.236,24.2.236,1
24.3.237,24.3.237,1
24.4.238,24.4.238,1
24.5.239,24.5.239,1
24.6.240,24.6.240,1
24.7.241,24.7.241,1
24.8.242,24.8.242,1
25.1.243,25.1.243,1
25.2.244,25.2.244,1
26.1.245,26.1.245,1
26.2.246,26.2.246,1
26.3.247,26.3.247,1
26.4.248,26.4.248,1
26.5.249,26.5.249,1
26.6.250,26.6.250,1
26.7.251,26.7.251,1
26.8.252,26.8.252,1
26.9.253,26.9.253,1
26.10.254,26.10.254,1
26.11.255,26.11.255,1
26.12.256,26.12.256,1
26.13.257,26.13.257,1
26.14.258,26.14.258,1
26.15.259,26.15.259,1
26.16.260,26.16.260,1
26.17.261,26.17.261,1
26.18.262,26.18.262,1
26.19.263,26.19.263,1
26.20.264,26.20.264,1
26.21.265,26.21.265,1
27.1.266,27.1.266,1
27.2.267,27.2.267,1
27.3.268,27.3.268,1
27.4.269,27.4.269,1
27.5.270,27.5.270,1
27.6.271,27.6.271,1
27.7.272,27.7.272,1
27.8.273,27.8.273,1
27.9.274,27.9.274,1
27.10.275,27.10.275,1
27.11.276,27.11.276,1
27.12.277,27.12.277,1
27.13.278,27.13.278,1
27.14.279,27.14.279,1
27.15.280,27.15.280,1
27.16.281,27.16.281,1
27.17.282,27.17.282,1
27.18.283,27.18.283,1
27.19.284,27.19.284,1
27.20.285,27.20.285,1
27.21.286,27.21.286,1
28.1.287,28.1.287,1
28.2.288,28.2.288,1
29.1.289,29.1.289,1
29.2.290,29.2.290,1
29.3.291,29.3.291,1
29.4.292,29.4.292,1
29.5.293,29.5.293,1
29.6.294,29.6.294,1
29.7.295,29.7.295,1
29.8.296,29.8.296,1
29.9.297,29.9.297,1
29.10.298,29.10.298,1
29.11.299,29.11.299,1
29.12.300,29.12.300,1
29.13.301,29.13.301,1
29.14.302,29.14.302,1
29.15.303,29.15.303,1
29.16.304,29.16.304,1
29.17.305,29.17.305,1
29.18.306,29.18.306,1
29.19.307,29.19.307,1
29.20.308,29.20.308,1
29.21.309,29.21.309,1
30.1.310,30.1.310,1
30.2.311,30.2.311,1
30.3.312,30.3.312,1
31.1.313,31.1.313,1
31.2.314,31.2.314,1
31.3.315,31.3.315,1
31.4.316,31.4.316,1
31.5.317,31.5.317,1
31.6.318,31.6.318,1
31.7.319,31.7.319,1
31.8.320,31.8.320,1
31.9.321,31.9.321,1
31.10.322,31.10.322,1
31.11.323,31.11.323,1
31.12.324,31.12.324,1
31.13.325,31.13.325,1
31.14.326,31.14.326,1
31.15.327,31.15.327,1
31.16.328,31.16.328,1
31.17.329,31.17.329,1
32.1.330,32.1.330,1
32.2.331,32.2.331,1
32.3.332,32.3.332,1
32.4.333,32.4.333,1
32.5.334,32.5.334,1
32.6.335,32.6.335,1
32.7.336,32.7.336,1
32.8.337,32.8.337,1
32.9.338,32.9.338,1
32.10.339,32.10.339,1
33.1.340,33.1.340,1
33.2.341,33.2.341,1
33.3.342,33.3.342,1
33.4.343,33.4.343,1
33.5.344,33.5.344,1
33.6.345,33.6.345,1
